Tip deponije,Godina,Naziv preduzeća,PIB,Matični broj,Opština,Mesto,Šifra mesta,Poštanski broj,Ulica i broj,Telefon,Telefaks,Email,Šifra pretežne delatnosti,"Lokacija (mesto, naselje)",naziv,latitude,longitude,Zauzete katastarske parcele,Godina početka deponovanja,Godina završetka deponovanja,"Prosečne godišnje količine otpada, koji se odlaže na nesanitarnu deponiju - smetlište (t)",Gradovi / opštine ili naselja čiji otpad se odlaže na nesanitarnu deponiju - smetlište,Ograda oko nesanitarne deponije - smetlišta,Kapija /rampa na ulazu,Čuvarska služba,Kolska vaga,Drenažni sistem za prikupljanje procednih otpadnih voda,Sistem za prečišćavanje procednih voda sa semtlišta,Sistem za otplinavanje deponijskog gasa,Kojem regionu za upravljanje otpadom pripada vaša opština?,Sa kojim lokalnim samoupravama imate potpisan sporazum o zajedničkom regionalnom upravljanju otpadom?,Nesanitarna deponija - smetlište je:,Operativni status nesanitarne deponije - smetlišta,Da li se na nesanitarnoj deponiji - smetlištu i dalje odlaže otpad?,Način odlaganja otpada,Da li se vrši prekrivanje inertnim materijalom?,Period za koji se predviđa trajanje i eksploatacija nesanitarne deponije - smetlišta,"Da li se vrši i vodi evidencija o količinama i vrstama otpada, koji se odlaže?",Da li se nesanitarna deponija - smetlište ili njen deo nalazi u poplavnom području?,"Da li je za nesanitarno smetlište izrađen Projekat sanacije, zatvaranja i rekultivacije?",Koje godine?,"Da li je pribavljena saglasnost na Projekat sanacije, zatvaranja i rekultivacije?",Koje godine?2,"Da li se izvode radovi po Projektu sanacije, zatvaranja i rekultivacije?","Koji se radovi izvode po Projektu sanacije, zatvaranja i rekultivacije?","Da li se sprovode mere zaštite životne sredine propisane Projektom sanacije, zatvaranja i rekultivacije?","Da li se sprovodi monitoring propisan Projektom sanacije, zatvaranja i rekultivacije?","Da li je potrebna izrada novog ili ažuriranje postojećeg Projekta sanacije, zatvaranja i rekultivacije nesanitarnog smetlišta?",ukupno godina,prosecna ukupna kolicina otpada
Nesanitarne deponije,2023,JKP ČISTOĆA,101692087,08066531,Novi Sad - grad,"Novi Sad, Novi Sad, 802824",802824,21000,Sentandrejski put 3,021/6333-116,021/6334-691,office@cistocans.co.rs,3811,Novi Sad,Gradska deponija u Novom Sadu,45.311,19.842295,113/1 KAO Novi Sad III,1963,,366901.61,"Stepanovićevo, Rumenka, Petrovaradin, Stari Ledinci , Kovilj, Begeč, Ledinci, Kać, Veternik, Čenej, Bukovac, Sremska Kamenica, Futog, Kisač, Novi Sad, Budisava",Da,Da,Da,Da,Ne,Ne,Da,Ragion za upravljanje otpadom sa centrom regiona u Novom Sadu,"Bačka Palnka, Bački Petrovac, Beočin, Žabalj, Srbobran, Temerin i Vrbas.","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Od 3 do 5 godina ekspoatacije,Da,Ne,Da,2020,Da,2020,ne,,Delimično,Da,Da,63,23114801.43
Nesanitarne deponije,2023,OPŠTINA ČAJETINA,101072148,07353553,Čajetina,"Čajetina, Čajetina, 745405",745405,31310,KRALJA ALEKSANDRA KARAĐORĐEVIĆA 28 28,0603707021,,mira.janjic88@gmail.com,8411,Zlatibor,Bregovi,43.7105736,19.6739422,4605/1 KO Čajetina,2002,2016,11,Zlatibor,Ne,Da,Da,Ne,Ne,Ne,Ne,Zlatiborskom,"Užice, Bajina Bašta, Požega, Arilje, Kosjerić, Lučani, Ivanjica i Čačak","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Više od 5 godina eksploatacije,Ne,Ne,Da,2016,Da,2016,ne,,Ne,Ne,Ne,15,165
Nesanitarne deponije,2023,Opština Krupanj,102678938,07170262,Krupanj,"Krupanj, Krupanj, 720453",720453,15314,Maršala Tita 2,0646413060,,krupanjso@ptt.rs,8411,Dvorska,Dvorska Koševine,44.4022255,19.3312337,"4198, 4200, 4200/1, 4200/2",1980,2024,3900,"Kostajnik, Brezovice, Bela Crkva, Lipenović, Zavlaka, Likodra, Krasava, Mojković, Banjevac, Brštica, Šljivova, Kržava, Krupanj",Da,Ne,Ne,Ne,Ne,Ne,Ne,Kolubarski,"Loznica, Mali Zvornik, Ljubovija, Ub, Osečina, Valjevo","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Do 3 godine eksploatacije,Ne,Ne,Da,2008,Da,2008,ne,,Delimično,Ne,Da,45,175500
Nesanitarne deponije,2023,GRAD ZAJEČAR,101757838,07189923,Zaječar,"Zaječar, Zaječar, 715689",715689,19000,TRG OSLOBOĐENJA  1,063419274,,ozajecar@verat.net,8411,Halovo,Gradska deponija Halovo,43.966106,22.357016,"2361,2520,2521,2374,2464,2462KO Halovo",1965,,12744,"Vražogrnac, Leskovac, Veliki Izvor, Grlište, Rgotina, Grljan, Gamzigrad, Lenovac, Lasovo, Gornja Bela Reka, Vratarnica, Halovo, Lubnica, Salaš, Zvezdan",Ne,Da,Ne,Ne,Ne,Ne,Ne,Timočki (Zaječarski upravni okrug),"Gradovi Zaječar i Bor i opštine Boljevac, Kladovo, Majdanpek, Negotin i Knjaževac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2019,Da,2019,ne,,Delimično,Nije primenljivo,Da,61,777384
Nesanitarne deponije,2023,OPŠTINA SMEDEREVSKA PALANKA,102632285,07199007,Smederevska Palanka,"Smederevska Palanka, Smederevska Palanka, 740721",740721,11420,VUKA KARADŽIĆA 25 25,0641944245,,zzs@smederevskapalanka.rs,8411,Smederevska Palanka,Ramnjak,44.3825454,20.9979128,"262/1, 262/2, 262/4, 262/5, 263/1, 263/3, 263/4, 263/5, 282/5 ? 282/18 KO Mala Plana",1990,2013,0,Smederevska Palanka,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Podunavskom,,Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2007,Da,2008,ne,,Ne,Ne,Da,24,0
Nesanitarne deponije,2023,OPŠTINSKA UPRAVA MEROŠINA,100758336,07187068,Merošina,"Merošina, Merošina, 727997",727997,18252,Cara Lazara 17,0184892035,,opstinamerosina@gmail.com,8411,Merošina,Merošina,43.2660422,21.7040037,1456 i 1457/1,2000,,200,"Aleksandrovo, Dešilovo, Arbanasce, Biljeg",Ne,Ne,Ne,Ne,Ne,Ne,Ne,nišavskom,"grad Niš, opština Doljevac, Gadžin Han, Merošina, Svrljig, Aleksinac, Sokobanja, Ražanj","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Ne,,,,,,,,,26,5200
Nesanitarne deponije,2023,Opština Temerin - Opštinska uprava,101869888,08330514,Temerin,"Temerin, Temerin, 804681",804681,21235,Novosadska 326,843888,,goran.grkovic@gmail.com,8411,Temerin,Deponija čvrstog komunalnog otpada Temerin,45.4239165,19.8547558,"8001, 8116, 8117,8118, 8119, 8120, 8122,",1965,2020,8500,Temerin,Da,Da,Da,Ne,Da,Ne,Da,Region Novi Sad,"Novi Sad, Beočin, Bačka Palanka, Bački Petrovac, Vrbas, Srbobran, Žabalj, Temerin",Nesanitarna deponija - smetlište koje se trajno zatvara,Aktivno,Da,Nekontrolisano odlaganje,Ne,Više od 5 godina eksploatacije,Ne,Ne,Da,2010,Da,2010,delimicno,Rekultivacija,Ne,Ne,Da,56,476000
Nesanitarne deponije,2023,Javno komunalno preduzeće ''Mediana'' - Niš,100334296,07319649,Niš - Palilula,"Niš (Palilula), Niš-Palilula, 792055",792055,18000,Mramorska 10,018/425-3990,018/424-5271,jkpmediana@jkpmediana.rs,3811,Niš (Palilula),Gradska deponija ‚‚Bubanj'' - Niš,43.2884718,21.8854718,KO Niš - Bubanj i  KO Pasi Poljana,1968,2025,110577,"Gadžin Han, Doljevac, Niš (grad), Merošina",Da,Da,Da,Da,Ne,Ne,Da,Niš,"Niš, Gadžin Han, Svrljig, Ražanj, Doljevac, Aleksinac, Merošina, Soko Banja","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Od 3 do 5 godina ekspoatacije,Da,Ne,Da,2014,Da,2014,da,Sanacija,Delimično,Da,Da,58,6413466
Nesanitarne deponije,2023,KOMUNALNO JAVNO PREDUZEĆE MORAVA SVILAJNAC,101475166,07253931,Svilajnac,"Svilajnac, Svilajnac, 738654",738654,35210,SVETOG SAVE 84,035312250,,kjpmorava@kjpmorava.rs,3600,Svilajnac,Badra,44,21,k. p. br. 2100 KO Svilajnac,1970,,10000,"Lukovica, Mačevac, Gložane, Vrlane, Crkvenac, Troponje, Kušiljevo, Bobovo, Roanda, Grabovac, Kupinovac, Radošin, Đurinac, Subotica, Dubnica, Roćevac, Vojska, Bresje, Sedlare, Svilajnac, Dublje, Proštinac",Ne,Da,Ne,Ne,Da,Ne,Ne,Lapovo,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Od 3 do 5 godina ekspoatacije,Ne,Ne,Da,2000,Da,2000,delimicno,Sanacija,Delimično,Delimično,Da,56,560000
Nesanitarne deponije,2023,Opštinska uprava svrljig,102025507,07327340,Svrljig,"Svrljig, Svrljig, 739090",739090,18360,Radetova  31,0606154844,,ousvrljig@gmail.com,8411,Tijovac,Tijovac Mačja glava,43.4576345,22.2032516,"1148,1147,81/1,1178/1",1987,,4010,Svrljig,Da,Da,Ne,Ne,Da,Ne,Ne,Nišavski,-,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,39,156390
Nesanitarne deponije,2018,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,Deponija ispod autoputa,42.52613,21.91062,"12657, 12674",1962,2002,0,Vranje,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Pcinjskom,,Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Ne,,,,,,,,,41,0
Nesanitarne deponije,2018,Opštinska Uprava Nova Varoš,101067624,07239017,Nova Varoš,"Nova Varoš, Nova Varoš, 729884",729884,31320,Karađorđeva  32,0631172166,,opstina@novavaros.rs,8411,Nova Varoš,Vocnjak,43.459331,19.796631,"23/1, 23/2, 30/1, 30/2, 31/2, 454/1, 654/2, 651 659 KO NOVA VAROŠ",1986,,0,Nova Varoš,Da,Da,Ne,Ne,Ne,Ne,Ne,Zlatiborski,/,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Ne,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,40,0
Nesanitarne deponije,2018,OPŠTINSKA UPRAVA MADJANPEK,100987089,07212577,Majdanpek,"Majdanpek, Majdanpek, 726869",726869,19250,SVETOG SAVE BB bb,0648129730,,urbanizam@majdanpek.rs,8411,Majdanpek,bele vode,44.404548,21.946732,1258/2 i 1258/4,2004,,1600,"Leskovo, Golubinje, Miroč, Crnajka, Mosna, Debeli Lug, Majdanpek, Jasikovo, Rudna Glava, Klokočevac, Donji Milanovac, Vlaole, Boljetin, Topolnica",Ne,Ne,Ne,Ne,Ne,Ne,Ne,Zaječarski,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Ne,Do 3 godine eksploatacije,Da,Ne,Da,2009,Ne,,ne,,Ne,Ne,Da,22,35200
Nesanitarne deponije,2018,Opštinska Uprava Sjenica,102898304,07192177,Sjenica,"Sjenica, Sjenica, 739995",739995,36310,Zmaja od Bosne 1 1,0648096770,,kabinetopsitnasj@gmail.com,8411,Sjenica,Goveđak,43,19,196/1,2008,,17.5,Sjenica,Da,Ne,Ne,Ne,Ne,Ne,Ne,Zlatiborski okrug,Priboj-Prijepolje-Nova Varoš,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Ne,Više od 5 godina eksploatacije,Ne,Ne,Ne,,,,,,,,,18,315
Nesanitarne deponije,2018,OPŠTINA VLADIČIN HAN,100924833,07222483,Vladičin Han,"Vladičin Han, Vladičin Han, 710156",710156,17510,SVETOSAVSKA  1,017390501,,info@vladicinhan.org.rs,8411,Vladičin Han,Suva Morava,42.676906,22.056099,"1164/1,1164/2 KO Suva Morava Vladicin Han",1970,2007,10000,Vladičin Han,Ne,Ne,Ne,Ne,Ne,Ne,Ne,PČINJSKI UPRAVNI OKRUG,NE POSTOJI POTPISAN UGOVOR,Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Da,2019,Ne,,ne,,Ne,Nije primenljivo,Ne,38,380000
Nesanitarne deponije,2018,OPŠTINA PRIBOJ,101207254,07158289,Priboj,"Priboj, Priboj, 734233",734233,31330,12 JANUAR 108 108,0658460890,,načelnik@priboj.rs,8411,Pribojske Čelice,"""Duboki Potok"" Druglići",43.4939197,19.6327993,"1093/2, 1194/1, 1194/2, 1145/1, 1145/2",1983,2025,3200,"Priboj, Nova Varoš",Da,Da,Ne,Ne,Da,Ne,Ne,Zlatiborskom,"Prijepolje, Nova Varoš i Sjenica","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Od 3 do 5 godina ekspoatacije,Da,Da,Da,2001,Da,2005,delimicno,Sanacija,Da,Da,Ne,43,137600
Nesanitarne deponije,2018,Opštinska Uprava Ruma,101913980,08026106,Ruma,"Ruma, Ruma, 803634",803634,22400,Glavna 155,069/720 271,,ruma@ruma.rs,8411,Ruma,smetlište čvrstog komunalnog otpada,45.016111,19.846553,10708,1984,,19000,Ruma,Da,Da,Da,Ne,Ne,Ne,Da,sremski region,"Indjija, Stara Pazova, Irig, Pecinci, Sremski Karlovci","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2000,Da,2000,delimicno,Sanacija,Delimično,Delimično,Da,42,798000
Nesanitarne deponije,2018,OPŠTINSKA UPRAVA ARILJE,100493722,07254628,Arilje,"Arilje, Arilje, 701629",701629,31230,SV.AHILIJE 53 53,0648497307,,radosava.bjekic@arilje.org.rs,8411,Arilje,VIROVO,43.46204,20.061617,KP Br.1KO Cerova,1965,2004,0.5,Arilje,Da,Da,Da,Da,Da,Da,Da,zlatiborski,"Ivanjica, Požega, Lučani, Bajina Bašta, Čajetina, Užice",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Da,2019,Da,2020,ne,,Da,Da,Ne,40,20
Nesanitarne deponije,2018,OPŠTINA SENTA,102692306,08038490,Senta,"Senta, Senta, 803707",803707,24400,GLAVNI TRG 1 1,0648725371,,info@zenta-senta.co.rs,8411,Senta,Deponija komunalnog otpada Senta,45.8912,20.1031,"19984/1,019984/2, 19984/3",2002,2023,8885,"Senta, Tornjoš, Gornji Breg, Bogaraš, Kevi",Da,Da,Ne,Ne,Ne,Ne,Da,Subotički region,"Subotica, Kanjiža, Novi Kneževac, Čoka, Bačka Topola, Mali Iđoš","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Od 3 do 5 godina ekspoatacije,Ne,Ne,Da,2010,Da,2011,delimicno,Sanacija,Delimično,Delimično,Da,22,195470
Nesanitarne deponije,2018,OPŠTINA KOCELJEVA,101399396,07353561,Koceljeva,"Koceljeva, Koceljeva, 718513",718513,15220,NEMANJINA 74 74,0648276105,,oukoceljeva@gmail.com,8411,Koceljeva,Stara ciglana (Ringlov),44.477232,19.822436,"712/1, 713, 714/1,714/2, 714/3",1980,,10500,Koceljeva,Da,Da,Ne,Da,Da,Ne,Ne,Kolubarski,"Valjevo,Obrenvac,Lazarevac,Ub, Barajevo, Vladimirci, Lajkovac, Mionica, Osečina, Ljig, Lozinica, Mali Zvornik, Ljubovija i Krupanj",Nesanitarna deponija - smetlište koje se trajno zatvara,Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Od 3 do 5 godina ekspoatacije,Da,Da,Da,2030,Ne,,delimicno,Sanacija,Delimično,Delimično,Da,46,483000
Nesanitarne deponije,2018,OPŠTINA KOSJERIĆ,101090852,07357826,Kosjerić,"Kosjerić (selo), Kosjerić, 718211",718211,31260,OLGE GRBIĆ  10,0608256256,,kabinet@kosjeric.rs,8411,Tubići,Pijučka česma,43.983624,19.939454,677/2,1981,2011,250,Kosjerić (varoš),Da,Da,Ne,Ne,Ne,Ne,Ne,"Regionalna deponija ""Duboko"" Užice","Čačak, Užice, Čajetina, B. Bašta, Požega, LUčani, Arilje i Ivanjica.",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Ne,,,,,,,,,31,7750
Nesanitarne deponije,2018,Gradska uprava grada Pirota,100386203,07131674,Pirot,"Pirot, Pirot, 732575",732575,18300,SRPSKIH VLADARA 82 82,010305518,,marko.stanisavljevic@pirot.rs,8411,Pirot,Drvarnik,43.109,22.56,5979 k.o. Rasnica,2010,,2000,Pirot,Ne,Ne,Ne,Ne,Ne,Ne,Ne,pirotski,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Više od 5 godina eksploatacije,Ne,Ne,Ne,,,,,,,,,16,32000
Nesanitarne deponije,2018,Gradska uprava grada Pirota,100386203,07131674,Pirot,"Pirot, Pirot, 732575",732575,18300,SRPSKIH VLADARA 82 82,010305518,,marko.stanisavljevic@pirot.rs,8411,Pirot,gradsko smetliste pirot,43.182,22.569,"6568/23,6568/40,6568/28,2132/3,2133/2,2134/2,2135/2,2189,2188,2187,2186,2185,2184,2183,2182,2181/1,2181/6,2136/3,2137/5,2137/6,2137/1,2138/1,2139/1,2140,2141,6568/8,6568/9,6568/30,6568/21,6568/15",1990,2013,0,Pirot,Ne,Da,Ne,Ne,Ne,Ne,Ne,pirotski,"Opštine Babušnica,Dimitrovgrad i Bela Palanka i grad Pirot imaju potpisan sporazum i osnovano zajedničko Javno komunalno preduzeće za upravljanje Regionalnom sanitarnom deponijom",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Sloj po sloj,Da,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2019,Da,2020,ne,,Da,Delimično,Ne,24,0
Nesanitarne deponije,2018,JAVNO KOMUNALNO PREDUZEĆE PARAĆIN,101095660,06569285,Paraćin,"Paraćin, Paraćin, 731501",731501,35250,Čika tasina 11 035563636,0628536656,,danijel.zivkovic.jkppn@gmail.com,3811,Trešnjevica,Buljanka,43.8781763,21.3475269,"4953/3, 4959/1, 1218,4960,6104/29,4537,4538,1219/5,1219/6,1219/2,1219/7,3218/43,3218/45,1217/7,1219/1,3218/46 i 6104/15",1975,2025,16500,"Popovac, Bošnjane, Buljane, Lešje, Ratare, Krežbinac, Čepure, Davidovac, Sisevac, Glavica, Paraćin, Raševica, Stubica, Donja Mutnica, Izvor, Sinji Vir, Trešnjevica, Svojnovo, Drenovac, Zabrega, Potočac, Šaludovac, Mirilovac, Striža, Gornja Mutnica, Gornje Vidovo, Šavac, Plana, Busilovac, Donje Vidovo, Sikirica, Klačevica, Golubovac, Lebina, Tekija",Da,Da,Da,Ne,Da,Da,Da,Kraljevo,"Raška, Kraljevo, Trstenik, Vrnjačka Banja, Paraćin","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Ne,Da,2004,Da,2005,delimicno,Sanacija,Da,Da,Da,51,841500
Nesanitarne deponije,2018,Opštinska uprava opštine Odžaci,101429168,08327700,Odžaci,"Odžaci, Odžaci, 803014",803014,25250,Knez Mihajlova 24,064/8037508,025/5742-396,protokol@odzaci.rs,8411,Odžaci,Deponija smeća,45.479018,19.261676,"6659,6560,6561,6562,6563,6564,6565,6566,6567,6568/1,6698 K.O. Odžaci",1999,2030,12000,Odžaci,Da,Da,Ne,Ne,Da,Ne,Da,Zapadno Bački,"Sombor, Apatin, Kula i Bač","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Ne,Ne,Ne,,,,,,,,,32,384000
Nesanitarne deponije,2018,Opština Ražanj,102688303,07214740,Ražanj,"Ražanj, Ražanj, 736562",736562,37215,Trg Svetog Save 33,0648867899,0373841225,nacelnikopstinerazanj@gmail.com,8411,Ražanj,Lipovac,43.6652,21.5625875,"1440/3, 1441/2 i 1441/1 KO Ražanj",1986,,1000,Ražanj,Da,Da,Ne,Ne,Da,Ne,Ne,Niški region za zajedničko upravljanje otpadom,"Grad Niš i opštine Aleksinac, Gadžin Han, Doljevac, Merošina, Ražanj, Svrljig i Sokobanja","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2007,Da,2008,ne,,Ne,Nije primenljivo,Da,40,40000
Nesanitarne deponije,2018,Grad Užice,101503055,07157983,Užice,"Užice, Užice, 741892",741892,31000,Dimitrija Tucovića 52,0648768687,,info@uzice.rs,8411,Užice,Sarića Osoje,43.858029,19.872087,"367/1,3647/3,3650 KO Užice",1973,2012,5000,Užice,Da,Da,Da,Ne,Ne,Ne,Da,Region Duboko,"Čačak, Požega, Kosjerić, Arilje, Čajetina, Bajina Bašta, Ivanjica, Lučani",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2000,Ne,,ne,,Ne,Ne,Da,40,200000
Nesanitarne deponije,2018,GRAD PROKUPLJE,100506227,07107625,Prokuplje,"Prokuplje, Prokuplje, 736210",736210,18400,NIKODIJA STOJANOVIĆA TATKA 2 2,062575806,,nacelnik@prokuplje.org.rs,8411,Prokuplje,DUNEK,43.2356538,21.5980195,"2298,2300,2302,2294",1992,2011,400,Prokuplje,Da,Da,Ne,Ne,Ne,Ne,Ne,Toplicki okrug,"zitoradja, kursumlija, blace",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Privremeno,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Da,2007,Da,2010,delimicno,Sanacija,Delimično,Ne,Ne,20,8000
Nesanitarne deponije,2018,Opštinska uprava svrljig,102025507,07327340,Svrljig,"Svrljig, Svrljig, 739090",739090,18360,Radetova  31,0606154844,,ousvrljig@gmail.com,8411,Tijovac,Tijovac Mačja glava,43.4576345,22.2032516,"1148,1147,81/1,1178/1",1987,,4000,Svrljig,Da,Da,Ne,Ne,Da,Ne,Ne,Nišavski,nema,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,39,156000
Nesanitarne deponije,2018,OPŠTINA LUČANI,101266617,07175345,Lučani,"Lučani (varošica), Lučani, 726044",726044,32240,JUGOSLOVENSKE ARMIJE 5 5,0325150600,,opstinalucani.sefkabineta@hotmail.com,8411,Rogača,kamenac,43.7845,20.2703,"1486/1, 1486/2, 1487/1, 1487/2",1982,2012,0,Lučani (varošica),Da,Da,Ne,Ne,Ne,Ne,Ne,UŽICE,"UŽICE, ČAČAK, POŽEGA",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Sloj po sloj,Da,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2012,Da,2013,delimicno,Zatvaranje,Delimično,Nije primenljivo,Ne,31,0
Nesanitarne deponije,2018,Opštinska uprava Stara Pazova,101241970,08358257,Stara Pazova,"Stara Pazova, Stara Pazova, 804428",804428,22300,Svetosavska 11,0648021212,,zoran.uzelac@starapazova.rs,8411,Belegiš,Rupov salaš,45,20,"3127/1, 4307/5, 4307/1, 4307/4, 4307/3",1991,,24570,Belegiš,Ne,Da,Da,Ne,Da,Ne,Ne,sremskom,"Inđija, Irig, Ruma, Sremski Karlovci, Šid, Stara Pazova, Pećinci","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Do 3 godine eksploatacije,Da,Ne,Da,2017,Ne,,ne,,Ne,Ne,Da,35,859950
Nesanitarne deponije,2018,JKP KRUŠEVAC,100323011,07145667,Kruševac,"Kruševac, Kruševac, 721107",721107,37000,Nikole Čolovića 2 037423026,037/423-026,037/425-556,jkpks@jkpkrusevac.co.rs,3811,Srnje,Srnje,43.6479494,21.2851516,"178,177/5,177/4,170/3,170/4,9/3,9/4,10/7,10/11,10/12,28,29,23,22,19,181,180/1,180/2",1984,,46000,Kruševac,Ne,Da,Da,Ne,Ne,Ne,Ne,Rasinskom,Gradska uprava Kruševac,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Ne,Da,2005,Ne,,ne,,Ne,Nije primenljivo,Da,42,1932000
Nesanitarne deponije,2018,Budžet opštine Kladovo,100697090,07213182,Kladovo,"Kladovo, Kladovo, 716588",716588,19320,Kralja Aleksandra 35,019801450,019801563,opstina@kladovonet.com,8411,Milutinovac,Šukeret,44.56,22.56,"274. 275, 276 KO Milutinovac",1997,2025,8500,Kladovo,Da,Da,Da,Ne,Ne,Ne,Ne,Bor,"Negotin, Majdanpek, Zaječar, Bor, Boljevac, Knjaževac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Od 3 do 5 godina ekspoatacije,Ne,Ne,Da,2005,Da,2005,ne,,Delimično,Nije primenljivo,Da,29,246500
Nesanitarne deponije,2018,Opština Preševo,102426522,07178387,Preševo,"Preševo, Preševo, 733857",733857,17523,MARŠALA TITA 36 36,0638609962,,h.ramadani@presevo.rs,8411,Preševo,Pržar,42.324183,21.633724,4728 KO Preševo,1995,,3840,"Miratovac, Reljan, Norča, Trnava, Preševo, Buštranje, Rajince, Aliđerce, Oraovica",Ne,Da,Da,Ne,Ne,Ne,Ne,Pčinjski,Vranje,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Do 3 godine eksploatacije,Da,Ne,Da,2018,Ne,,delimicno,Rekultivacija,Delimično,Ne,Ne,31,119040
